cod_setor,UF,municipio,urbano,num_residentes,num_brancos,num_pretos,num_amarelos,num_pardos,num_indigenas,alfabetizados,n_alfabetizados,porc_brancos,porc_pretos,porc_amarelos,porc_pardos,porc_indigenas,porc_alfabetizados,porc_brancos_amarelos,porc_indigenas_pardos_pretos
251080805000083,Paraiba,PATOS,Urbano,61,24,1,0,36,0,269,262,0.39344262295081966,0.01639344262295082,0,0.5901639344262295,0,0.5065913370998116,0.39344262295081966,0.6065573770491803
251080805000084,Paraiba,PATOS,Urbano,53,22,11,0,20,0,110,59,0.41509433962264153,0.20754716981132076,0,0.37735849056603776,0,0.650887573964497,0.41509433962264153,0.5849056603773586
251080805000085,Paraiba,PATOS,Urbano,427,256,45,10,114,2,NA,NA,0.5995316159250585,0.1053864168618267,0.0234192037470726,0.26697892271662765,0.00468384074941452,NA,0.6229508196721312,0.3770491803278689
251080805000086,Paraiba,PATOS,Urbano,1464,584,130,17,733,0,NA,NA,0.3989071038251366,0.08879781420765027,0.011612021857923498,0.5006830601092896,0,NA,0.4105191256830601,0.58948087431694
251080805000087,Paraiba,PATOS,Urbano,1114,499,90,18,499,8,NA,NA,0.447935368043088,0.0807899461400359,0.01615798922800718,0.447935368043088,0.00718132854578097,NA,0.46409335727109513,0.5359066427289049
251080805000088,Paraiba,PATOS,Urbano,268,120,55,3,90,0,NA,NA,0.44776119402985076,0.20522388059701493,0.011194029850746268,0.3358208955223881,0,NA,0.458955223880597,0.541044776119403
251080805000089,Paraiba,PATOS,Urbano,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251080805000090,Paraiba,PATOS,Urbano,23,19,1,0,3,0,NA,NA,0.8260869565217391,0.043478260869565216,0,0.13043478260869565,0,NA,0.8260869565217391,0.17391304347826086
251080805000091,Paraiba,PATOS,Urbano,202,112,9,0,81,0,NA,NA,0.5544554455445545,0.04455445544554455,0,0.400990099009901,0,NA,0.5544554455445545,0.44554455445544555
251080805000092,Paraiba,PATOS,Urbano,181,125,1,0,55,0,NA,NA,0.6906077348066298,0.0055248618784530384,0,0.30386740331491713,0,NA,0.6906077348066298,0.30939226519337015
251080805000093,Paraiba,PATOS,Urbano,295,172,2,5,116,0,NA,NA,0.5830508474576271,0.006779661016949152,0.01694915254237288,0.39322033898305087,0,NA,0.6,0.4
251080805000094,Paraiba,PATOS,Urbano,362,171,100,14,77,0,NA,NA,0.4723756906077348,0.27624309392265195,0.03867403314917127,0.212707182320442,0,NA,0.511049723756906,0.48895027624309395
251080805000095,Paraiba,PATOS,Urbano,65,41,5,0,19,0,NA,NA,0.6307692307692307,0.07692307692307693,0,0.2923076923076923,0,NA,0.6307692307692307,0.36923076923076925
251080805000096,Paraiba,PATOS,Urbano,334,210,7,0,117,0,NA,NA,0.6287425149700598,0.020958083832335328,0,0.3502994011976048,0,NA,0.6287425149700598,0.3712574850299401
251080805000097,Paraiba,PATOS,Urbano,141,73,2,0,66,0,NA,NA,0.5177304964539007,0.014184397163120567,0,0.46808510638297873,0,NA,0.5177304964539007,0.4822695035460993
251080805000098,Paraiba,PATOS,Urbano,195,110,2,0,83,0,NA,NA,0.5641025641025641,0.010256410256410256,0,0.42564102564102563,0,NA,0.5641025641025641,0.4358974358974359
251080805000099,Paraiba,PATOS,Urbano,843,365,59,3,416,0,NA,NA,0.43297746144721233,0.06998813760379596,0.0035587188612099642,0.49347568208778175,0,NA,0.4365361803084223,0.5634638196915778
